,sentence,label
608,"When dialing in , the participants should quote 877417 as conference ID .",neutral
609,"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month .",positive
610,"Tecnomen 's system features a new range of value-added services for prepaid and post-paid billing , charging and rating of voice calls , data traffic , or any kind of content services in both mobile and fixed networks .",neutral
611,Loss after taxes amounted to EUR 1.2 mn compared to a loss of 2.6 mn .,positive
612,Orders received grew by 55 % year-on-year to EUR732m .,positive
613,"The equipment will expand container handling capacity at Namibia 's main port of Walvis Bay , on the west coast .",positive
614,"Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",neutral
615,"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",positive
616,The passenger tunnel is expected to be put into operation in 2009 .,neutral
617,"`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market .",positive
618,The order for plywood mill machinery and equipment announced by Finnish Raute in September 2006 will be delivered to Thebault Plyland in France .,neutral
619,The proposal that the Board of Directors will make at the Annual General Meeting is attached as a whole to this release .,neutral
620,Symphony Services provides development services for Aldata GOLD .,neutral
621,"He found him again , however , after the driver was involved in a two-car accident .",neutral
622,"The deal covers Stockmann Auto Oy Ab 's sales and after-sales services concerning Volkswagen and Audi in Helsinki , Espoo and Vantaa .",neutral
623,The webcast may be followed online on the company website at www.ruukki.com/investors .,neutral
624,"ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf",negative
625,"As part of the reorganisation , Pohjola Insurance 's 250 field staff for private customers will join the payroll of local cooperative banks from the beginning of October 2008 .",neutral
626,The Federal Secretary for Transport and Communication of Mexico has awarded Poyry and its Mexican partner Sintra a consulting contract in connection with the Buenavista-Cuautitlan suburban railway .,positive
627,After 1 April 2007 Cencorp will not have any own employees in the territory .,neutral
628,BioTie North-American licensing partner Somaxon Pharmaceuticals started a phase II-III clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation .,neutral
629,`` I am extremely delighted with this project and the continuation of cooperation with Viking Line .,positive
630,"Mr. McDonald started the evening with his own set , featuring hits from his solo career and his Doobie Brothers years and a selection of R&B cover songs that met with mixed results .",neutral
631,"OUTOTEC OYJ PRESS RELEASE DECEMBER 4 , 2009 10.30 AM Outotec establishes a new subsidiary in Kolkata Outotec has established a subsidiary in India in order to better serve its Indian customers and to increase its business in the growing Indian market .",positive
632,Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,positive
633,"HELSINKI (Thomson Financial)- Kemira GrowHow swung into profit in its first quarter earnings on improved sales , especially in its fertilizer business in Europe , which is normally stronger during the first quarter .",positive
634,The acquisition price was not disclosed .,neutral
635,The first stage of the contract covers 133 stores and 600 cash registers .,neutral
636,cents Recognize potential partnerships and suppliers .,neutral
637,The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .,neutral
638,Operating profit of the Asian plants grew markedly .,positive
639,The number of salaried employees and group administration employees to be dismissed from the Sievi units is 17 .,negative
640,UPM-Kymmene is one of the world 's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .,positive
641,GyPSii service supports ten different languages including Korean and Russian .,neutral
642,"firm 28 October 2009 - Finnish lifting equipment maker Konecranes Oyj HEL : KCR1V said today it acquired US Machine Tool Solutions Unlimited in Cincinnati , Ohio , for an undisclosed sum .",positive
643,"Initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries .",negative
644,"Von Koskull will oversee a new unit of Nordea , which brings together corporate merchant banking , financial institutions and capital markets products divisions .",neutral
645,This assignment strengthens Poyry 's position as an international provider of engineering and project services to the chemical process industry .,positive
646,"Net sales of the Paper segment decreased to EUR 221.6 mn in the second quarter of 2009 from EUR 241.1 mn in the second quarter of 2008 , while operating profit excluding non-recurring items rose to EUR 8.0 mn from EUR 7.6 mn .",negative
647,"Because expenditures must be justified to pass budget approval hurdles , we believe our RoP model can help make it easier for IT and IT security practitioners to make the business case for acquiring enabling security technologies and related control activities .",neutral
648,"Sales in local currencies decreased by 0.5 percent while the number of subscribers rose by 12.7 million to a total of 147.6 million at the end of fourth quarter , the company said .",neutral
649,No financial details of the deployment were disclosed .,neutral
650,17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .,negative
651,Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',neutral
652,Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway .,neutral
653,"UK 's Sarantel to outsource part of its processes to Elcoteq plant in Estonia LONDON , Oct 13 , BNS - The British miniature antennas maker Sarantel has signed an agreement to outsource its assembly test and supply chain processes to the plant of Elcoteq in the Estonian capital Tallinn .",neutral
654,"Currently , the company foresees its pre-tax profit to remain below the 2009 level when it reached EUR 700,000 USD 934,000 , compared with previous projections of a slightly better pre-tax profit .",negative
655,"According to Heikkil+̱ , more than just `` refreshment and energy '' will soon be found in soft drinks also in Finland .",neutral
